,county,covid-19,Total Population,gender,poverty,education,ethnicity,white,black,american indian,asian,native hawaiian,income,marriage,non-white
2664,"Wise County, Texas",4329,67884,33761,2629,6790,13694,50495,657,474,372,12,48435,37743.504,1503
2665,"Wood County, Texas",2042,45054,22728,2025,4086,4894,35906,1658,227,230,1,42978,23878.62,2115
2666,"Yoakum County, Texas",779,8612,4155,353,504,4968,2488,55,22,46,0,44395,4900.228,123
2667,"Young County, Texas",1419,17961,9251,1001,2091,3508,13409,174,79,86,0,53227,10417.38,339
2668,"Zapata County, Texas",958,14243,7248,2278,1058,12999,796,9,7,16,0,28981,5839.63,32
2669,"Zavala County, Texas",944,11930,5630,1928,690,8944,572,67,21,19,1,33303,4903.23,107
2670,"Beaver County, Utah",405,6594,3078,123,862,1066,5717,23,70,32,21,41667,4536.672,125
2671,"Box Elder County, Utah",3571,54953,26928,1559,5763,5537,49361,161,383,438,98,44131,33960.954,982
2672,"Cache County, Utah",11167,126336,62994,7516,18525,15076,109376,1045,620,2303,660,44947,72390.528,3968
2673,"Carbon County, Utah",1072,20401,10168,1313,1527,2677,16645,50,199,63,29,42459,11138.946,312
2674,"Daggett County, Utah",18,590,265,17,39,29,881,1,0,1,2,48761,361.67,2
2675,"Davis County, Utah",25023,350761,173597,7815,55385,39295,292458,4008,1464,6907,3204,51852,211158.122,12379
2676,"Duchesne County, Utah",912,19950,9870,1323,1180,1285,16736,21,875,60,39,40780,12628.35,956
2677,"Emery County, Utah",569,10099,4940,397,698,705,8811,2,55,36,7,38057,6574.449,93
2678,"Garfield County, Utah",314,5000,2429,366,666,384,4446,5,90,30,7,44411,2915.0,125
2679,"Grand County, Utah",445,9698,4797,866,1300,1226,7481,65,330,80,11,60928,5896.384,475
2680,"Iron County, Utah",3208,53148,26738,4157,6780,5482,47620,375,948,621,237,36412,29656.584,1944
2681,"Juab County, Utah",793,11623,5687,582,782,574,10781,11,89,32,41,42531,6857.57,132
2682,"Kane County, Utah",332,7658,3763,444,1140,322,6924,27,119,59,1,45074,3660.524,205
2683,"Millard County, Utah",1003,12963,6335,371,1393,1774,10636,15,100,141,13,41843,8659.284,256
2684,"Morgan County, Utah",867,11950,5804,162,1556,338,11562,12,31,57,0,58631,8353.05,100
2685,"Piute County, Utah",73,1870,914,140,218,124,1276,0,4,0,0,48595,1030.37,4
2686,"Rich County, Utah",67,2415,1191,51,208,97,2329,11,1,2,4,42762,1388.625,14
2687,"Salt Lake County, Utah",107386,1146215,570761,44258,180157,232088,800914,21976,7205,50241,21194,59077,593739.37,79422
2688,"San Juan County, Utah",1406,15295,7705,1653,1224,747,6038,32,7186,34,51,30198,7050.995,7252
2689,"Sanpete County, Utah",2374,30421,14344,1786,2573,3043,23688,224,240,171,247,32927,16883.655,635
2690,"Sevier County, Utah",1356,21475,10345,1234,2016,1053,19396,65,313,40,49,39383,13185.65,418
2691,"Summit County, Utah",3214,41680,20330,1244,10236,4737,35108,163,67,723,42,156537,24716.24,953
2692,"Tooele County, Utah",4542,69740,34638,1907,6295,9522,58199,436,445,511,637,41301,39891.28,1392
2693,"Uintah County, Utah",1267,35736,17746,2317,2547,2834,28726,90,2277,157,97,32945,18725.664,2524
2694,"Utah County, Utah",67250,621506,307322,28726,95359,88531,518460,4110,2533,10111,6541,46465,362959.504,16754
2695,"Wasatch County, Utah",3196,33053,16212,602,5968,5046,28168,141,67,347,41,61653,21418.344,555
2696,"Washington County, Utah",14765,172127,87163,6295,21309,20482,147462,913,1566,1802,1607,43782,103276.2,4281
2697,"Wayne County, Utah",70,2698,1307,153,374,96,2267,1,19,16,3,46145,1767.19,36
2698,"Weber County, Utah",19517,255284,126918,9434,28837,48742,193889,3209,1394,3603,948,46675,135300.52,8206
2699,"Addison County, Vermont",269,36947,18596,1115,6894,1153,33440,342,80,594,10,55981,17993.189,1016
2700,"Bennington County, Vermont",501,35649,18331,1907,5838,939,33897,405,63,397,5,59131,17111.52,865
2701,"Caledonia County, Vermont",248,30027,14897,1636,4347,605,27465,214,94,363,17,48094,15163.635,671
2702,"Chittenden County, Vermont",2658,163414,83009,8010,38053,4751,142880,4757,291,7203,49,64605,72392.402,12251
2703,"Essex County, Vermont",80,6179,3086,357,478,67,5544,15,14,16,5,44173,3423.166,45
2704,"Franklin County, Vermont",542,49275,24773,2219,6306,915,45239,321,483,312,16,52181,26362.125,1116
2705,"Grand Isle County, Vermont",61,7075,3507,253,1391,127,6697,49,39,30,0,64231,4160.1,118
2706,"Lamoille County, Vermont",230,25376,12681,1465,4716,651,23585,217,88,141,1,59635,12967.136,446
2707,"Orange County, Vermont",312,28873,14464,1211,3661,477,26852,151,113,160,5,53146,15331.563,424
2708,"Orleans County, Vermont",293,26843,13388,1336,3000,462,25259,127,197,119,1,49998,14575.749,443
2709,"Rutland County, Vermont",451,58527,29597,2259,9096,1225,55092,493,146,458,14,57283,29439.081,1097
2710,"Washington County, Vermont",884,58336,29527,3021,11054,1569,53704,612,135,632,23,64997,27534.592,1379
2711,"Windham County, Vermont",470,42628,21897,2136,7427,1333,41010,495,99,493,8,56610,18884.204,1087
2712,"Windsor County, Vermont",404,55191,28146,2189,9828,1230,52537,451,144,539,16,63786,29471.994,1134
2713,"Accomack County, Virginia",1698,32560,16620,2450,2857,3430,19825,8639,65,249,1,53762,16963.76,8953
2714,"Amelia County, Virginia",352,12970,6428,517,1053,425,9687,2546,18,63,0,46780,7302.11,2627
2715,"Amherst County, Virginia",1443,31782,16495,1496,3405,838,22967,5346,243,182,25,40293,15763.872,5771
2716,"Appomattox County, Virginia",716,15814,8182,1010,1883,344,12155,2877,50,42,3,41750,9172.12,2969
2717,"Arlington County, Virginia",8872,236434,118040,7996,72282,37362,139653,20330,258,27235,118,100823,104030.96,47823
2718,"Bath County, Virginia",153,4248,2014,270,450,73,3841,114,3,17,1,70050,2353.392,134
2719,"Bedford County, Virginia",3107,78965,40170,2842,11433,2055,68128,4864,167,967,33,49457,48326.58,5998
2720,"Bland County, Virginia",480,6334,2764,197,461,60,5857,167,0,4,0,39609,2945.31,171
2721,"Botetourt County, Virginia",1292,33440,16964,878,4281,776,30506,905,43,234,3,53767,20197.76,1182
2722,"Brunswick County, Virginia",641,16336,7508,831,1070,387,6457,8573,23,42,5,36499,5488.896,8638
2723,"Buchanan County, Virginia",870,21374,10744,1905,998,177,19210,613,15,49,1,38969,10259.52,677
2724,"Buckingham County, Virginia",1369,17087,7806,910,998,413,10314,5390,44,59,0,33425,7484.106,5493
2725,"Caroline County, Virginia",1035,30581,15480,1294,3142,1968,18841,7627,160,296,15,46682,15321.081,8083
2726,"Charles City County, Virginia",195,6965,3541,429,650,101,2997,2836,441,34,6,51498,3357.13,3311
2727,"Charlotte County, Virginia",379,11953,5945,1216,747,253,7677,3140,18,23,6,38547,5175.649,3181
2728,"Chesterfield County, Virginia",13059,348500,180712,10602,61579,40236,210881,81492,848,13096,177,58069,184705.0,95436
2729,"Clarke County, Virginia",389,14498,7242,418,2242,887,12309,564,33,210,15,69117,8466.832,807
2730,"Craig County, Virginia",149,5103,2658,164,663,53,4631,11,5,11,3,41988,3286.332,27
2731,"Culpeper County, Virginia",2998,51935,26221,1402,5915,7509,34840,6453,110,767,20,50509,26434.915,7330
2732,"Cumberland County, Virginia",197,9869,5131,411,560,241,6104,2817,39,36,8,41225,4816.072,2892
2733,"Dickenson County, Virginia",643,14524,7148,1394,968,83,13691,48,22,12,2,37046,6811.756,82
2734,"Essex County, Virginia",341,10960,5946,709,1041,369,5871,3743,61,62,3,46657,5315.6,3866
2735,"Fauquier County, Virginia",2369,70353,35587,1509,11927,7793,54969,4999,128,1204,49,74801,38201.679,6331
2736,"Floyd County, Virginia",507,15766,7963,840,1615,487,14114,234,18,46,0,42304,8970.854,298
2737,"Fluvanna County, Virginia",758,26873,14402,681,4562,1107,20760,3669,68,212,7,48440,14296.436,3949
2738,"Franklin County, Virginia",2329,56231,28555,3379,6381,1955,46218,3848,75,303,20,44821,29408.813,4226
2739,"Giles County, Virginia",605,16760,8591,884,1475,244,15673,238,28,69,0,43561,8648.16,335
2740,"Gloucester County, Virginia",855,37362,18970,1517,4400,1410,31974,2706,129,305,21,53341,20810.634,3140
2741,"Goochland County, Virginia",612,23472,11774,559,4413,862,19081,3252,58,493,3,105619,14153.616,3803
2742,"Grayson County, Virginia",790,15651,7579,642,1455,596,13396,887,26,24,2,35093,8529.795,937
2743,"Greene County, Virginia",543,19734,10288,653,2319,1330,16214,1442,26,456,4,48573,11406.252,1924
2744,"Halifax County, Virginia",1141,34295,17936,2050,2712,760,20250,11738,77,218,3,40542,15741.405,12033
2745,"Hanover County, Virginia",3828,106538,54069,2272,19903,3938,88869,9678,311,2021,32,64704,60407.046,12010
2746,"Henrico County, Virginia",12337,330076,173593,12615,65642,22085,167030,96332,888,32175,127,69872,155795.872,129395
2747,"Highland County, Virginia",57,2202,1252,78,332,35,2132,2,1,6,1,46315,1314.594,9
2748,"Isle of Wight County, Virginia",1519,37107,18881,1476,4731,1199,26410,8579,139,391,31,59285,20334.636,9109
2749,"King George County, Virginia",736,26679,13232,598,4117,1582,18709,3919,153,401,13,57377,15073.635,4473
2750,"King William County, Virginia",453,16985,8649,254,2098,476,13499,2585,277,129,9,50951,9868.285,2991
2751,"King and Queen County, Virginia",171,7011,3430,751,1034,182,4460,1561,82,23,3,48888,3828.006,1666
2752,"Lancaster County, Virginia",344,10686,5900,478,1568,125,7441,2946,14,77,1,63885,6016.218,3037
2753,"Lee County, Virginia",1476,23723,11301,2714,1356,476,20193,868,69,39,0,33056,10509.289,976
2754,"Loudoun County, Virginia",14169,405312,204035,7548,97918,59744,216865,29725,536,89372,227,84374,248456.256,119633
2755,"Louisa County, Virginia",902,36654,18670,1192,4329,1365,28535,5365,93,251,18,46040,21295.974,5709
2756,"Lunenburg County, Virginia",347,12294,5984,583,807,589,7016,3773,32,25,5,35793,6122.412,3830
2757,"Madison County, Virginia",299,13208,6855,527,1626,441,11563,1056,14,86,1,51608,7687.056,1156
2758,"Mathews County, Virginia",310,8760,4389,486,1539,197,7250,658,7,49,15,59026,4511.4,714
2759,"Mecklenburg County, Virginia",1304,30726,15692,2475,3503,821,17864,10364,73,205,0,40693,14195.412,10642
2760,"Middlesex County, Virginia",275,10642,5359,567,1479,259,8339,1519,24,26,3,55466,5778.606,1569
2761,"Nelson County, Virginia",348,14812,7382,745,2086,663,11879,1526,47,67,2,55869,8457.652,1640
2762,"New Kent County, Virginia",646,22310,10945,204,3647,731,17818,2714,225,223,8,77957,13832.2,3162
2763,"Northampton County, Virginia",444,11826,6240,577,1400,1068,6932,3756,58,80,8,62614,5853.87,3894
2764,"Northumberland County, Virginia",427,12151,6250,857,1763,351,8310,2673,14,67,0,57093,7120.486,2754
2765,"Nottoway County, Virginia",1149,15338,7023,842,1215,773,8452,5773,50,64,3,38594,6810.072,5887
2766,"Orange County, Virginia",944,36501,18551,2020,4514,2171,27389,4304,92,311,18,53217,20002.548,4707
2767,"Page County, Virginia",1026,23862,12103,1082,1545,497,21870,436,49,115,8,42307,12432.102,600
2768,"Patrick County, Virginia",765,17660,8875,1321,1367,567,15577,831,24,43,3,36426,10242.8,898
2769,"Powhatan County, Virginia",865,29253,14065,624,4811,792,25497,2477,59,167,18,61547,17083.752,2703
2770,"Prince Edward County, Virginia",1083,22892,11308,1683,2227,1088,10513,9194,33,196,0,33868,7004.952,9423
2771,"Pulaski County, Virginia",1502,34113,16999,1738,3395,704,29716,1633,49,177,3,43583,17704.647,1859
2772,"Rappahannock County, Virginia",163,7360,3728,271,1079,289,6444,198,17,63,0,70807,4048.0,278
2773,"Richmond County, Virginia",811,8951,3913,885,900,597,5564,2419,16,42,0,40791,4466.549,2477
2774,"Russell County, Virginia",1520,26937,13680,1983,1546,168,24754,222,17,42,1,36423,13549.311,281
2775,"Scott County, Virginia",1214,21761,10750,1020,1726,255,20528,134,26,20,2,35882,10880.5,180
2776,"Shenandoah County, Virginia",2204,43441,22080,1779,4080,3726,37304,1031,84,344,8,49948,22198.351,1459
2777,"Smyth County, Virginia",1817,30539,15489,2375,2332,558,27762,408,36,104,1,40220,15391.656,548
2778,"Stafford County, Virginia",5221,150185,74325,2907,25305,23646,85587,29492,601,6137,241,58635,82902.12,36230
2779,"Surry County, Virginia",247,6459,3356,144,821,149,3459,2687,17,14,10,47927,3210.123,2718
2780,"Sussex County, Virginia",713,11202,4397,442,806,306,4381,5766,14,11,7,35062,4447.194,5791
2781,"Tazewell County, Virginia",2335,41201,20758,2910,3221,507,37336,961,56,213,15,39795,20888.907,1230
2782,"Warren County, Virginia",1329,39888,20014,2552,4018,2413,33831,1722,130,462,13,50504,20302.992,2314
2783,"Westmoreland County, Virginia",692,17873,9059,1668,1520,1049,11758,4470,67,146,11,48577,8024.977,4683
2784,"Wythe County, Virginia",1311,28725,14691,1294,2610,355,26082,699,54,118,2,39116,16315.8,871
2785,"Barbour County, West Virginia",765,16543,8480,1558,1016,192,14379,259,37,32,0,35878,7791.753,328
2786,"Berkeley County, West Virginia",6245,117615,59623,5868,12712,6893,96559,9118,284,1445,43,45610,60336.495,10847
2787,"Boone County, West Virginia",1067,21897,10957,1512,1120,133,20712,135,39,36,2,39493,11977.659,210
2788,"Braxton County, West Virginia",298,14032,6986,827,1093,85,11939,50,19,23,11,34972,7422.928,92
2789,"Brooke County, West Virginia",1405,22162,11219,1179,2204,287,20792,365,36,55,0,49579,10371.816,456
2790,"Cabell County, West Virginia",5232,93328,47704,9326,11353,1562,82095,4751,185,1328,20,46805,40037.712,6264
2791,"Calhoun County, West Virginia",130,7185,3659,782,529,48,5976,13,12,12,2,34734,3793.68,37
2792,"Clay County, West Virginia",258,8599,4263,1218,398,52,7651,11,29,13,0,35702,4402.688,53
2793,"Doddridge County, West Virginia",245,8499,3829,204,869,77,7290,174,15,15,0,32085,4589.46,204
2794,"Fayette County, West Virginia",1711,43087,21420,2976,3469,525,36308,1662,100,105,1,38680,22319.066,1867
2795,"Gilmer County, West Virginia",397,7970,3337,327,756,244,6026,923,11,30,0,31020,3275.67,964
2796,"Grant County, West Virginia",760,11565,5728,617,816,91,10463,83,21,24,0,40571,5863.455,128
2797,"Greenbrier County, West Virginia",1469,34893,17901,2812,3332,571,30199,766,55,192,5,40759,16923.105,1013
2798,"Hampshire County, West Virginia",988,23304,11359,648,1453,337,21655,178,30,61,4,39802,11908.344,269
2799,"Hancock County, West Virginia",1837,29118,14945,1765,2458,424,26484,695,31,110,8,47007,14063.994,836
2800,"Hardy County, West Virginia",775,13789,6651,741,774,659,12685,403,16,53,0,38269,8190.666,472
2801,"Harrison County, West Virginia",2949,67620,34603,3676,7409,1403,59862,1104,135,489,28,52124,33607.14,1728
2802,"Jackson County, West Virginia",1153,28793,14434,1196,2207,230,26411,100,43,91,2,41622,15490.634,234
2803,"Jefferson County, West Virginia",2337,56922,28870,2352,8095,4137,45784,3379,104,817,10,54836,29940.972,4300
2804,"Kanawha County, West Virginia",8582,181014,93841,14146,21658,2720,152735,13416,357,2138,47,52969,84533.538,15911
2805,"Lewis County, West Virginia",525,16024,8002,1441,1199,191,16088,66,19,58,7,43634,8188.264,143
2806,"Lincoln County, West Virginia",741,20617,10375,2016,846,171,19702,44,22,26,0,35309,12287.732,92
2807,"Logan County, West Virginia",1642,32593,16549,4191,1622,224,30785,580,41,63,1,41110,17860.964,684
2808,"Marion County, West Virginia",1826,56233,28367,3510,6163,875,50223,1844,119,256,43,45684,28453.898,2219
2809,"Marshall County, West Virginia",2100,30900,15570,1691,2514,354,28669,260,34,108,7,44092,15295.5,402
2810,"Mason County, West Virginia",1031,26700,13745,1835,2385,170,24322,193,32,74,5,37641,15432.6,299
2811,"McDowell County, West Virginia",970,18083,8896,2811,588,390,15871,2139,20,20,4,34918,8245.848,2179
2812,"Mercer County, West Virginia",2783,59370,30992,3751,6027,705,52264,3694,159,292,6,41372,29210.04,4145
2813,"Mineral County, West Virginia",2095,27047,13493,1595,2073,309,24603,711,36,113,5,45193,14091.487,860
2814,"Mingo County, West Virginia",1422,23808,12132,3284,900,164,22293,405,33,32,0,35115,13022.976,470
2815,"Monongalia County, West Virginia",5284,106196,51776,12428,17274,3308,88959,4068,147,3729,63,48802,41097.852,7944
2816,"Monroe County, West Virginia",646,13344,6514,834,971,94,11739,113,26,11,0,35005,7099.008,150
2817,"Morgan County, West Virginia",641,17800,8926,424,1327,236,15896,108,30,83,0,39311,10128.2,221
2818,"Nicholas County, West Virginia",654,24857,12496,1703,1802,173,23525,56,44,72,7,37492,14243.061,172
2819,"Ohio County, West Virginia",2484,41875,21751,2342,6005,647,37559,1656,67,387,20,61452,18425.0,2110
2820,"Pendleton County, West Virginia",293,6968,3378,451,686,57,5835,81,7,0,2,40054,4306.224,88
2821,"Pleasants County, West Virginia",569,7457,3407,274,450,63,7215,95,22,17,0,46074,3944.753,134
2822,"Pocahontas County, West Virginia",356,8382,4163,456,598,107,7455,51,23,9,0,43810,4140.708,83
2823,"Preston County, West Virginia",1649,33610,16273,2171,2699,695,30348,2001,69,53,5,40563,17813.3,2123
2824,"Putnam County, West Virginia",2953,56604,28712,3023,6714,811,53139,646,81,577,7,50363,31868.052,1304
2825,"Raleigh County, West Virginia",2670,74452,37239,6992,7091,1197,63510,5790,132,819,16,45356,39459.56,6741
2826,"Randolph County, West Virginia",1138,28763,14013,1618,2216,312,26033,424,56,96,1,41194,13346.032,576
2827,"Ritchie County, West Virginia",345,9747,4892,807,567,80,8116,16,6,19,7,42068,5994.405,41
2828,"Roane County, West Virginia",306,13831,6991,1361,854,152,13231,35,28,38,0,40224,7219.782,101
2829,"Summers County, West Virginia",439,12710,6859,736,935,185,10823,400,33,33,0,37181,6660.04,466
2830,"Taylor County, West Virginia",689,16817,8483,1294,1670,179,15636,112,19,41,0,43460,8408.5,172
2831,"Tucker County, West Virginia",330,6943,3452,381,624,56,6432,20,4,6,1,47175,3804.764,30
2832,"Tyler County, West Virginia",357,8736,4348,643,736,53,7964,4,15,3,0,41195,4499.04,22
2833,"Upshur County, West Virginia",922,24451,12326,2022,1796,316,22349,211,37,87,5,37337,10636.185,335
2834,"Wayne County, West Virginia",1701,39952,20571,3433,3061,319,37199,168,53,83,10,37566,20655.184,304
2835,"Webster County, West Virginia",150,8289,4212,699,370,50,8086,10,14,4,2,33320,4227.39,28
2836,"Wetzel County, West Virginia",689,15291,7900,1282,978,148,13704,34,18,50,0,38428,7293.807,102
2837,"Wirt County, West Virginia",216,5764,2867,248,316,22,4999,6,4,0,4,35205,3781.184,10
2838,"Wood County, West Virginia",4933,84387,43634,4945,8801,1174,77718,1016,148,564,17,48566,42193.5,1728
2839,"Wyoming County, West Virginia",1182,20890,10570,1734,1150,170,20539,107,30,11,1,33534,13077.14,148
2840,"Adams County, Wisconsin",1427,20208,9304,785,1771,797,18372,593,165,84,8,44159,11195.232,842
2841,"Ashland County, Wisconsin",1059,15524,7611,1094,1487,383,12678,112,1999,82,9,44520,7249.708,2193
2842,"Barron County, Wisconsin",4580,45182,22431,2035,4662,1277,42210,813,436,345,5,53179,25573.012,1594
2843,"Bayfield County, Wisconsin",964,15088,7399,726,2519,279,13445,54,1612,36,2,53369,9354.56,1702
2844,"Brown County, Wisconsin",27818,262559,132341,10094,40793,26216,208440,8154,6329,8445,114,56093,134430.208,22928
2845,"Buffalo County, Wisconsin",1005,13087,6443,298,1344,327,12577,43,31,19,12,50518,7760.591,93
2846,"Burnett County, Wisconsin",1099,15363,7490,779,1831,254,14658,65,697,53,10,48574,8787.636,815
2847,"Calumet County, Wisconsin",5015,50005,24845,1171,8240,2857,46056,419,189,1269,42,55460,32103.21,1877
2848,"Chippewa County, Wisconsin",6005,64175,30901,2477,7367,1257,60391,1040,323,959,14,50639,35617.125,2322
2849,"Clark County, Wisconsin",3114,34668,17150,1835,2197,2098,31566,103,117,106,4,46154,19864.764,326
2850,"Columbia County, Wisconsin",4500,57331,27873,1878,7314,2139,53037,866,270,376,11,56134,32277.353,1512
2851,"Crawford County, Wisconsin",1596,16155,7768,911,1648,260,15018,265,41,68,1,46113,8287.515,374
